userId,followings
4262824098,724577223261351937
4262824098,715993272
4262824098,188219552
4262824098,3163419919
4262824098,2551440644
4262824098,734326074734055424
4262824098,743091452603817986
4262824098,726965897231880192
4262824098,420124862
4262824098,2936601780
4262824098,144728915
4262824098,3310344901
4262824098,96877126
4262824098,519292643
4262824098,729213036645339137
4262824098,4498378693
4262824098,3112070881
4262824098,2736428306
4262824098,327696779
4262824098,1964184468
4262824098,328872629
4262824098,103681236
4262824098,1425076837
4262824098,438904040
4262824098,2564324360
4262824098,2421885043
4262824098,2272943252
4262824098,701038908461621248
4262824098,322042954
4262824098,723521616081088514
4262824098,783214
4262824098,10228272
4262824098,216531294
4262824098,734679517466230784
4262824098,735448347419385857
4262824098,699480659442606080
4262824098,733942312053542913
4262824098,3514188073
4262824098,3157371595
4262824098,726871686465744896
4262824098,3184169546
4262824098,845449506
4262824098,3288843211
4262824098,259770262
4262824098,3321492943
4262824098,383617944
4262824098,2556618230
4262824098,982627483
4262824098,2585549934
4262824098,2690467814
4262824098,1247840208
4262824098,2267708503
4262824098,568871711
4262824098,2154665286
4262824098,1326570258
4262824098,1430980567
4262824098,3276677940
4262824098,2284971061
4262824098,3459884186
4262824098,3383992455
4262824098,247232425
4262824098,163030463
4262824098,2469822703
4262824098,852935629
4262824098,548970905
4262824098,278008312
4262824098,3230724732
4262824098,3085983005
4262824098,233049002
4262824098,3305267959
4262824098,4144012572
4262824098,3504585734
4262824098,524152200
4262824098,1687575427
4262824098,220564731
4262824098,2751371378
4262824098,2513386087
4262824098,597997012
4262824098,422709422
4262824098,775641973
4262824098,329100916
4262824098,369428016
4262824098,4736464374
4262824098,346929394
4262824098,1956254424
4262824098,2321803997
4262824098,381859619
4262824098,3016087017
4262824098,3006669386
4262824098,2477587788
4262824098,2989664028
4262824098,2468968898
4262824098,4464823880
4262824098,3317040746
4262824098,1667938410
4262824098,2924946528
4262824098,3268227384
4262824098,4420882219
4262824098,3067444538
4262824098,3282185924
4262824098,2993692928
4262824098,2443951508
4262824098,2934423981
4262824098,221443531
4262824098,1717747567
4262824098,1015063861
4262824098,2903821843
4262824098,4656527605
4262824098,1404923162
4262824098,2238715050
4262824098,2804997654
4262824098,286528299
4262824098,2794127497
4262824098,3324309560
4262824098,2392837519
4262824098,1570184054
4262824098,259541842
4262824098,4341296413
4262824098,1647040808
4262824098,2175992874
4262824098,2351247120
4262824098,316451262
4262824098,175584702
4262824098,279892525
4262824098,120178497
4262824098,158284325
4262824098,3765282740
4262824098,2960650896
4262824098,3284347483
4262824098,3131529752
4262824098,91779603
4262824098,753384457
4262824098,1321765501
4262824098,110936556
4262824098,701807263
4262824098,3981942198
4262824098,3178056096
4262824098,174266952
4262824098,637313893
4262824098,740216334
4262824098,189147831
4262824098,16870853
4262824098,3255540978
4262824098,3943964352
4262824098,1172150762
4262824098,2271056419
4262824098,1522671308
4262824098,373377957
4262824098,1521007254
4262824098,1966676738
4262824098,1528443511
4262824098,2283601008
4262824098,1524399318
4262824098,101961259
4262824098,2371772126
4262824098,1622681977
4262824098,2360239938
4262824098,249691608
4262824098,2347923320
4262824098,2230463420
4262824098,2302519958
4262824098,2423970631
4262824098,2350344806
4262824098,1493232829
4262824098,2554180621
4262824098,1487922504
4262824098,2851736185
4262824098,1493062188
4262824098,2791919088
4262824098,2782447574
4262824098,71231840
4262824098,2783585778
4262824098,2942672186
4262824098,2721325579
4262824098,79637446
4262824098,3084733453
4262824098,198714960
4262824098,2993366334
4262824098,167714082
4262824098,2850406627
4262824098,3049546716
4262824098,2562464496
4262824098,292166778
4262824098,1755083798
4262824098,3223965426
4262824098,3194278729
4262824098,149380402
4262824098,153657620
4262824098,547730737
4262824098,2497869638
4262824098,3123553514
4262824098,2202422389
4262824098,1119255331
4262824098,2299795460
4262824098,3162161238
4262824098,3246969265
4262824098,3490505413
4262824098,3292270170
4262824098,3175149420
4262824098,1042494678
4262824098,2514313141
4262824098,2920392169
4262824098,2835040896
4262824098,1638124141
4262824098,2355865298
4262824098,2711222918
4262824098,480220551
4262824098,280285413
4262824098,3039597967
4262824098,3869814858
4262824098,257626957
4262824098,3109244095
4262824098,128487133
4262824098,3968581632
4262824098,3747006194
4262824098,2916942254
4262824098,3405103754
4262824098,1604761980
4262824098,2200833618
4262824098,2946555096
4262824098,3315256028
4262824098,3193136708
4262824098,2912336186
4262824098,1591131403
4262824098,2761464558
4262824098,418488729
4262824098,3251971543
4262824098,4099960753
4262824098,3781766300
4262824098,3605620165
4262824098,3314042300
4262824098,3756375374
4262824098,2348668501
4262824098,3309301976
4262824098,2793192879
4262824098,3414370400
4262824098,1044690182
4262824098,2444814596
4262824098,135070475
4262824098,3283036130
4262824098,3123355651
4262824098,4180065134
4262824098,607072006
4262824098,1046478884
4262824098,562916373
4262824098,4184489173
4262824098,2812452085
4262824098,3788747961
4262824098,4245220227
4262824098,198821708
4262824098,2912390252
4262824098,2157076754
4262824098,1697240688
4262824098,2950368511
4262824098,2765201402
4262824098,2438727422
4262824098,1880099558
4262824098,1510726052
4262824098,2829953412
4262824098,2488640011
4262824098,89861409
4262824098,2898477852
4262824098,3070988401
4262824098,2366214054
4262824098,193613106
4262824098,176439171
4262824098,622777464
4262824098,1942408357
4262824098,2556400231
4262824098,1890746246
4262824098,1459223742
4262824098,3415120153
4262824098,2402418018
4262824098,2232667278
4262824098,1563985212
4262824098,2280834240
4262824098,285525483
4262824098,2357400450
4262824098,2472336674
4262824098,393229439
4262824098,2538349890
4262824098,2731019059
4262824098,2664617785
4262824098,476675010
4262824098,2669946973
4262824098,1512805332
4262824098,1527979045
4262824098,1499810161
4262824098,1693423315
4262824098,434684604
4262824098,1525053674
4262824098,2218679406
4262824098,27260086
4262824098,264127693
4262824098,1878450026
4262824098,1513854438
4262824098,157513306
4262824098,2296563338
4262824098,1466520001
4262824098,623590874
4262824098,3759436333
4262824098,15341295
4262824098,466870004
4262824098,14252356
4262824098,2834019942
4262824098,1493643932
4262824098,168683422
4262824098,165033159
4262824098,2683169827
4262824098,2501136230
4262824098,140517096
4262824098,1504614494
4262824098,128479879
4262824098,1625107340
4262824098,111560522
4262824098,167782783
4262824098,2201635304
4262824098,196947908
4262824098,1510583168
4262824098,287038288
4262824098,2725601281
4262824098,918879607
4262824098,2394062797
4262824098,306117926
4262824098,381452300
4262824098,2721160826
4262824098,301882554
4262824098,3178613118
4262824098,3734427134
4262824098,517295819
4262824098,2341902444
4262824098,2185553887
4262824098,1387688922
4262824098,461816357
4262824098,3105639337
4262824098,2759162723
4262824098,838388383
4262824098,621025289
4262824098,3320071904
4262824098,2264345316
4262824098,3311510052
4262824098,2719078476
4262824098,1659665096
4262824098,2515894147
4262824098,1582411400
4262824098,2893388017
4262824098,3192899761
4262824098,1519710043
4262824098,1527688350
4262824098,3826835532
4262824098,1219803228
4262824098,118687980
4262824098,1252151736
4262824098,3227669857
4262824098,3187360837
4262824098,1919941880
4262824098,2887583856
4262824098,1500103668
4262824098,1522624267
4262824098,1173787748
4262824098,2322299114
4262824098,1402988305
4262824098,1162231549
4262824098,573299587
4262824098,3171777044
4262824098,2714875345
4262824098,1716040580
4262824098,1605833881
4262824098,342626720
4262824098,1429480158
4262824098,2391232105
4262824098,2377210370
4262824098,2266020871
4262824098,1904430714
4262824098,2942454486
4262824098,797615034
4262824098,2213116886
4262824098,1122337746
4262824098,2294369533
4262824098,274272590
4262824098,1466800782
4262824098,2841534002
4262824098,2437110157
4262824098,2991330631
4262824098,2442915950
4262824098,1698145267
4262824098,2261722358
4262824098,1122445868
4262824098,2587837026
4262824098,2271865489
4262824098,2183987364
4262824098,1409798257
4262824098,335141638
4262824098,1510312981
4262824098,1598666108
4839025367,2157260838
4839025367,702362387555475456
4839025367,745658549502631936
4839025367,702813796805562368
4839025367,129846753
4839025367,2243486128
4839025367,711540857044901889
4839025367,729284838939865090
4839025367,4488680001
4839025367,4469452817
4839025367,728091753891258368
4839025367,495008453
4839025367,2592094790
4839025367,716709912768806912
4839025367,716703481306955776
4839025367,716702945023303681
4839025367,716206270651478016
4839025367,716208257866588160
4839025367,4848581879
4839025367,942877014
4839025367,710124904922873856
4839025367,4795438277
4839025367,3427606572
4839025367,4786023856
4839025367,4835889628
4839025367,710122994098696192
4839025367,3956837433
4839025367,2610027806
4839025367,3463067713
4839025367,3317445096
4839025367,711211830505512961
4839025367,711208437980516352
4839025367,710120385933676544
4839025367,360109762
4839025367,2871011472
4839025367,4859540255
4839025367,930049525
4839025367,57873387
4839025367,4867002875
4839025367,4867117096
4839025367,4867088411
4839025367,4437354317
4839025367,3141349591
4839025367,531854501
4839025367,2915595518
4839025367,4838973359
4839025367,3197781594
4839025367,4594178656
4839025367,3359167272
4839025367,615983648
4839025367,132385468
4839025367,286042531
4839025367,800999720
4839025367,101311381
4839025367,624896628
4839025367,104141949
4839025367,589921934
4839025367,136932734
4839025367,256556724
4839025367,339040963
4839025367,505196587
4839025367,94628304
4839025367,453507741
4839025367,586676541
4839025367,223080656
4839025367,39927901
4839025367,903495284
4839025367,1052586019
4839025367,213539531
4839025367,304596131
4839025367,450504440
4839025367,300162606
4839025367,84352985
4839025367,298959564
4839025367,56650317
4839025367,88856792
4839025367,127483019
4839025367,1041453240
4839025367,81048495
4839025367,130159846
4839025367,54610518
4839025367,434071161
4839025367,97537762
4839025367,481156800
4839025367,452830010
4839025367,577459091
4839025367,122453931
4839025367,210792232
4839025367,127059347
740420802861015041,4844918966
740420802861015041,752705020366295042
740420802861015041,739203184896311296
740420802861015041,737220139209232384
740420802861015041,2897297365
740420802861015041,712893650003320833
740420802861015041,744373095331434496
740420802861015041,3133610594
740420802861015041,2677257811
740420802861015041,752348778422603777
740420802861015041,3253337828
740420802861015041,713608801392275456
740420802861015041,751638706650378240
740420802861015041,752317612474789888
740420802861015041,752304215146455040
740420802861015041,752310684680003584
740420802861015041,748911433933619200
740420802861015041,740840253297164288
740420802861015041,752282724434481153
740420802861015041,752223750402244608
740420802861015041,721528642925240320
740420802861015041,749697189421674496
740420802861015041,752188829507784705
740420802861015041,3397832391
740420802861015041,711027230596407297
740420802861015041,752048761258467328
740420802861015041,727630099575648257
740420802861015041,752047227074408448
740420802861015041,738454758571147264
740420802861015041,752042631278895104
740420802861015041,704962795385675776
740420802861015041,751856934026747904
740420802861015041,743375272540397569
740420802861015041,752019486807515136
740420802861015041,735235763315445761
740420802861015041,747547396280713217
740420802861015041,751923235101421568
740420802861015041,727993600181608448
740420802861015041,751917383372136448
740420802861015041,751863278586826752
740420802861015041,4343241016
740420802861015041,2593091372
740420802861015041,751707999803088896
740420802861015041,729995502658297857
740420802861015041,751428851373342720
740420802861015041,751679055628365824
740420802861015041,751681783066947584
740420802861015041,4841753451
740420802861015041,751658716466864128
740420802861015041,741511429287596032
740420802861015041,751607350444732417
740420802861015041,720194094333448192
740420802861015041,740186776564682752
740420802861015041,751196351216685057
740420802861015041,749651914619367424
740420802861015041,748843652970012672
740420802861015041,728344230452707333
740420802861015041,751133657755037696
740420802861015041,751023380141314048
740420802861015041,746814424917250048
740420802861015041,751368998554599424
740420802861015041,751370318212632576
740420802861015041,751359616328540161
740420802861015041,751424999462825984
740420802861015041,749298397123842049
740420802861015041,751498503529136128
740420802861015041,742474726602334209
740420802861015041,731438045153624064
740420802861015041,751525506068189184
740420802861015041,751251720856965120
740420802861015041,751253077663948801
740420802861015041,751255775440310272
740420802861015041,3092718360
740420802861015041,736686302045802496
740420802861015041,748518026421501952
740420802861015041,731298259130417152
740420802861015041,751137513293701120
740420802861015041,751172104456794112
740420802861015041,751174183103504384
740420802861015041,751158671107694593
740420802861015041,2728717954
740420802861015041,746032685181771776
740420802861015041,751178572950216704
740420802861015041,751176382101778432
740420802861015041,724800260267077632
740420802861015041,738922166415167488
740420802861015041,720047850428710912
740420802861015041,4833711607
740420802861015041,750895529131925506
740420802861015041,3004998686
740420802861015041,751182129422368770
740420802861015041,751183096104574976
740420802861015041,3271364234
740420802861015041,751189655031197696
740420802861015041,4061239573
740420802861015041,748663037960327168
740420802861015041,749393013990916096
740420802861015041,4717313714
740420802861015041,749402179488718848
2937750926,4720534820
2937750926,1259506039
2937750926,2968304016
2937750926,302744811
2937750926,54336815
2937750926,544930779
2937750926,19611483
2937750926,10126672
2937750926,848559972
2937750926,2329759609
2937750926,743231559151476736
2937750926,713697986325270528
2937750926,61047667
2937750926,2148160825
2937750926,283986731
2937750926,611381651
2937750926,3044905327
2937750926,3347820525
2937750926,2417681420
2937750926,289411293
2937750926,1658385236
2937750926,2584392324
2937750926,711590108772716544
2937750926,560643402
2937750926,1031584123
2937750926,4864348969
2937750926,282902136
2937750926,3478602852
2937750926,2267729769
2937750926,222330602
2937750926,46047745
2937750926,725550235
2937750926,2967085612
2937750926,2807858331
2937750926,3242554800
2937750926,2283942150
2937750926,2548714770
2937750926,193443021
2937750926,250780107
2937750926,206541776
2937750926,195494052
2937750926,514074455
2937750926,3276627002
2937750926,2225776100
2937750926,702905353449709568
2937750926,2583673248
2937750926,353029369
2937750926,260114837
2937750926,4746412075
2937750926,4722432132
2937750926,1671396127
2937750926,4024073199
2937750926,2429481427
2937750926,64571585
2937750926,3399224657
2937750926,91667882
2937750926,186331424
2937750926,460810074
2937750926,2234457918
2937750926,606737400
2937750926,2800436557
2937750926,2804332173
2937750926,2466467903
2937750926,3986367138
2937750926,270888780
2937750926,2989126925
2937750926,1184754408
2937750926,3866837659
2937750926,3238344218
2937750926,16129106
2937750926,3790401433
2937750926,42070937
2937750926,2932195373
2937750926,3588360744
2937750926,2398119129
2937750926,1615981292
2937750926,3116288496
2937750926,91860771
2937750926,2581911891
2937750926,2222815152
2937750926,3331792693
2937750926,19426551
2937750926,3265753704
2937750926,8775672
2937750926,2298831126
2937750926,112349376
2937750926,3299903543
2937750926,2542207489
2937750926,1166108222
2937750926,3238180995
2937750926,577347071
2937750926,2479351807
2937750926,350756567
2937750926,3058234973
2937750926,3036270090
2937750926,3020550536
2937750926,2184354129
2937750926,586671909
2937750926,2886705479
2937750926,101850427
2937750926,82647371
2937750926,2218763635
2937750926,2694075841
2937750926,3025423246
2937750926,635044935
2937750926,2536566208
2937750926,2990829917
2937750926,39615521
2937750926,2402491722
2937750926,2908686774
2937750926,555773764
2937750926,146636248
2937750926,949062824
2937750926,590277854
2937750926,2279416326
2937750926,356627190
2937750926,1090802396
2937750926,2594083627
2937750926,2418800427
2937750926,2480109469
2937750926,344891446
2937750926,1689267644
2937750926,14629315
2937750926,329418923
2937750926,1352586948
2937750926,160020213
2937750926,2879292957
2937750926,973193142
2937750926,2237117551
2937750926,2326096777
2937750926,106326797
2937750926,1164853854
2937750926,25488627
2937750926,2735072517
2937750926,120270510
2937750926,275442883
2937750926,2265700009
2937750926,62115052
2937750926,135693687
2937750926,163286414
2937750926,170090657
2937750926,977227868
2937750926,2728551676
2937750926,109962153
2937750926,1301617274
2937750926,91836598
2937750926,2171394373
2937750926,983966876
2937750926,352918159
2937750926,255831523
2937750926,2891716905
2937750926,1043738444
2937750926,2818126786
2937750926,1414269444
2937750926,1654842276
2937750926,2584522964
2937750926,253180590
2937750926,2387457770
2937750926,153949629
2937750926,2331179850
2937750926,519637536
2937750926,158813457
2937750926,2316586202
2937750926,1850453190
2937750926,152317328
2937750926,162673218
2937750926,261476410
2937750926,189306788
2937750926,429489242
2937750926,1097151620
2937750926,1411939201
2937750926,2171081366
2937750926,1929570134
2937750926,1104299438
2937750926,212785908
2937750926,2709395386
2937750926,69553152
2937750926,1861908060
2937750926,285843735
2937750926,579532592
2937750926,1108310642
2937750926,1423637359
2937750926,2357345780
2937750926,1804333916
2937750926,516254217
2937750926,326416297
2937750926,1107623071
2937750926,1458817993
2937750926,2260608740
2937750926,2694301118
2937750926,2354237882
2937750926,283205652
2937750926,2290648075
2937750926,1556870790
2937750926,230639782
2937750926,1352838506
2937750926,1492108340
2937750926,2887616214
2937750926,239275538
2937750926,1669987711
2937750926,552223020
2937750926,1250809634
2937750926,2277102571
2937750926,2729116581
2937750926,2389875696
2937750926,236629430
2937750926,2339751186
2937750926,2916369941
2937750926,2258530417
2937750926,453395940
2937750926,2270007744
2937750926,2226248330
2937750926,1265058702
2937750926,2291937181
2937750926,2300730097
2937750926,192799257
2937750926,2334561091
2937750926,2565589781
2937750926,120556184
2937750926,2736682758
2937750926,1113443628
2937750926,2854168065
2937750926,2733505020
2937750926,132042313
2937750926,562392641
2937750926,2437178994
2937750926,247572872
2937750926,386378116
2937750926,2311556930
2937750926,207267651
2937750926,609484084
2937750926,158591674
2937750926,1591608440
2937750926,2229315211
2937750926,596454073
2937750926,1260129841
2937750926,1556807540
2937750926,2784808260
2937750926,1730637715
2937750926,1347792024
2937750926,1624739676
2937750926,616926370
2937750926,181089273
2937750926,229149380
2937750926,909526794
2937750926,98295523
2937750926,813286
2937750926,1312461793
2937750926,1478856883
2937750926,178242618
2937750926,1966096250
2937750926,317306629
2937750926,2568339451
752037813558743040,4414308554
752037813558743040,2916590951
752037813558743040,86876958
752037813558743040,327019649
752037813558743040,327014098
752037813558743040,4884961587
752037813558743040,16409285
752037813558743040,2458256605
752037813558743040,31672638
752037813558743040,33434326
752037813558743040,986235307
752037813558743040,25460615
752037813558743040,328049243
752037813558743040,218167872
752037813558743040,395192468
752037813558743040,393987775
752037813558743040,501973262
752037813558743040,314864509
752037813558743040,2666839646
752037813558743040,228079384
752037813558743040,109009420
752037813558743040,16941646
752037813558743040,31949107
752037813558743040,48785884
752037813558743040,61083773
752037813558743040,15515656
752037813558743040,1416339126
752037813558743040,340635228
752037813558743040,277185371
752037813558743040,1451940956
752037813558743040,35985504
752037813558743040,1122732866
752037813558743040,770054797
752037813558743040,1063540297
752037813558743040,940280202
752037813558743040,904490760
752037813558743040,2192706073
752037813558743040,232386596
752037813558743040,752362084818522112
752037813558743040,2339282436
752037813558743040,29903518
752037813558743040,10505322
752037813558743040,14163748
752037813558743040,14163722
752037813558743040,4640400854
752037813558743040,95530663
752037813558743040,90202078
752037813558743040,38259087
752037813558743040,61056623
752037813558743040,133189408
752037813558743040,185933542
752037813558743040,1079108184
752037813558743040,384685037
752037813558743040,262388975
752037813558743040,339336382
752037813558743040,787110116
752037813558743040,22479281
752037813558743040,552121630
752037813558743040,1137161258
752037813558743040,278434573
752037813558743040,21479907
752037813558743040,298320111
752037813558743040,2473430923
752037813558743040,47786101
752037813558743040,580097412
752037813558743040,36947388
3956837433,2157260838
3956837433,702362387555475456
3956837433,1346575152
3956837433,2277893491
3956837433,2796406100
3956837433,745658549502631936
3956837433,3311617045
3956837433,702813796805562368
3956837433,129846753
3956837433,2243486128
3956837433,116198230
3956837433,711540857044901889
3956837433,729284838939865090
3956837433,4488680001
3956837433,4469452817
3956837433,728091753891258368
3956837433,3445036994
3956837433,495008453
3956837433,2592094790
3956837433,3330021634
3956837433,716709912768806912
3956837433,716703481306955776
3956837433,716702945023303681
3956837433,2728963622
3956837433,716206270651478016
3956837433,716208257866588160
3956837433,233156511
3956837433,710124904922873856
3956837433,3427606572
3956837433,710122994098696192
3956837433,2610027806
3956837433,711211830505512961
3956837433,711208437980516352
3956837433,710120385933676544
3956837433,2871011472
3956837433,4859540255
3956837433,930049525
3956837433,57873387
3956837433,3316703598
3956837433,152237590
3956837433,4867002875
3956837433,4867117096
3956837433,4867088411
3956837433,2766204277
3956837433,2896104038
3956837433,531854501
3956837433,1117960212
3956837433,4838973359
3956837433,4839025367
3956837433,4594178656
3956837433,198160280
3956837433,1094627905
3956837433,4835889628
3956837433,967836242
3956837433,1034086622
3956837433,2835527170
3956837433,4760341997
3956837433,3299533674
3956837433,4792074741
